word,taglist,start,end
),"[{'mo': {'stretchy': 'false'}}, {'tag': 'mathML'}]",28462,28463
χ,"[{'mo': {}}, {'base': 'msubsup'}, {'tag': 'mathML'}]",28574,28575
1,"[{'mn': {}}, {'sub': 'msubsup'}, {'tag': 'mathML'}]",28575,28576
R,"[{'mi': {}}, {'sup': 'msubsup'}, {'tag': 'mathML'}]",28576,28577
T,[{'italic': {}}],28578,28579
ac,[{'sub': {}}],28601,28603
M,[{'sub': {}}],28967,28968
C,[{'sub': {}}],29035,29036
g,[{'sub': {}}],29049,29050
P,[{'sub': {}}],29093,29094
C,[{'sub': {}}],29252,29253
g,[{'sub': {}}],29259,29260
(9),"[{'xref': {'ref-type': 'disp-formula', 'rid': 'd9'}}]",29328,29331
−0.25,[{'sup': {}}],29719,29724
